doi,prefix,registry,resolved,status,http_code,csl_title,csl_year,csl_container,csl_type,csl_publisher,csv_title,csv_year,csv_venue,source_file,final_url,title_match_note
10.14778/1453856.1453920,10.14778,Crossref,True,ok,200,"Fault-tolerant stream processing using a distributed, replicated file system",2008,Proceedings of the VLDB Endowment,journal-article,Association for Computing Machinery (ACM),"Fault-tolerant stream processing using a distributed, replicated file system.",2008,Very Large Data Bases,combined_pipeline_integrity_results.csv,https://api.crossref.org/v1/works/10.14778%2F1453856.1453920/transform,
10.5753/wtf.2019.7713,10.5753,Crossref,True,ok,200,Decentralized Validation for Non-malicious Arbitrary Fault Tolerance in Paxos,2019,Anais do Workshop de Testes e Tolerância a Falhas (WTF),proceedings-article,Sociedade Brasileira de Computação - SBC,Decentralized Validation for Non-malicious Arbitrary Fault Tolerance in Paxos,2020,,combined_pipeline_integrity_results.csv,https://api.crossref.org/v1/works/10.5753%2Fwtf.2019.7713/transform,
10.63345/jqst.v2i1.181,10.63345,Crossref,True,ok,200,Resilient Stream Processing via Self-Tuning Checkpoint Intervals and Automatic Operator Migration,2025,Journal of Quantum Science and Technology,journal-article,Resagate Global,Resilient Stream Processing via Self-Tuning Checkpoint Intervals and Automatic Operator Migration,2025,Journal of Quantum Science and Technology.,combined_pipeline_integrity_results.csv,https://api.crossref.org/v1/works/10.63345%2Fjqst.v2i1.181/transform,
10.5281/zenodo.18318142,10.5281,DataCite,True,ok,200,Functional Modeling of Cognition as the Solution to a Constraint Algebra,2026,Zenodo,article,Zenodo,Functional Modeling of Cognition as the Solution to a Constraint Algebra,2026,,combined_epistemic_states_research.csv,https://data.crosscite.org/10.5281%2Fzenodo.18318142,
10.1016/j.knosys.2022.109232,10.1016,Crossref,True,ok,200,Learning attention-based representations from multiple patterns for relation prediction in knowledge graphs,2022,Knowledge-Based Systems,journal-article,Elsevier BV,Learning Attention-based Representations from Multiple Patterns for Relation Prediction in Knowledge Graphs,2022,,combined_epistemic_states_research.csv,https://api.crossref.org/v1/works/10.1016%2Fj.knosys.2022.109232/transform,
10.4018/jgim.307067,10.4018,Crossref,True,ok,200,"Knowledge Management in Relationship Among Abusive Management, Self-Efficacy, and Corporate Performance Under Artificial Intelligence",2022,Journal of Global Information Management,journal-article,IGI Global Scientific Publishing,"Knowledge Management in Relationship Among Abusive Management, Self-Efficacy, and Corporate Performance Under Artificial Intelligence",2022,Journal of Global Information Management,combined_progress_bar_results.csv,https://api.crossref.org/v1/works/10.4018%2Fjgim.307067/transform,
10.1016/j.physletb.2012.07.011,10.1016,Crossref,True,ok,200,Constraints on dark energy from H II starburst galaxy apparent magnitude versus redshift data,2012,Physics Letters B,journal-article,Elsevier BV,Constraints on dark energy from H II starburst galaxy apparent magnitude versus redshift data,2011,,combined_pipeline_integrity_results.csv,https://api.crossref.org/v1/works/10.1016%2Fj.physletb.2012.07.011/transform,
10.4018/ijssci.2014040103,10.4018,Crossref,True,ok,200,On a Novel Cognitive Knowledge Base (CKB) for Cognitive Robots and Machine Learning,2014,International Journal of Software Science and Computational Intelligence,journal-article,IGI Global Scientific Publishing,On a Novel Cognitive Knowledge Base CKB for Cognitive Robots and Machine Learning,2014,International Journal of Software Science and Computational Intelligence,combined_epistemic_states_research.csv,https://api.crossref.org/v1/works/10.4018%2Fijssci.2014040103/transform,
10.18454/rulb.9.22,10.18454,DataCite,True,ok,200,MODERN MEDIA LANGUAGE: CATEGORICAL LINGUISTIC FEATURES,2017,Russian Linguistic Bulletin,article-journal,Russian Linguistic Bulletin,Modern media language: categorical linguistic features,2017,Russian Linguistic Bulletin,combined_epistemic_states_research.csv,https://data.crosscite.org/10.18454%2Frulb.9.22,
10.5753/sbcup.2025.7935,10.5753,Crossref,True,ok,200,"Timing Matters: Comparing the Effects of Immediate, Delayed, and No Feedback on User Trust in Interactive Systems",2025,Anais do XVII Simpósio Brasileiro de Computação Ubíqua e Pervasiva (SBCUP 2025),proceedings-article,Sociedade Brasileira de Computação - SBC,"Timing Matters: Comparing the Effects of Immediate, Delayed, and No Feedback on User Trust in Interactive Systems",2025,,combined_progress_bar_results.csv,https://api.crossref.org/v1/works/10.5753%2Fsbcup.2025.7935/transform,
10.1109/stc-csit.2016.7589896,10.1109,Crossref,True,ok,200,Algebraic model for knowledge representation in situational awareness systems,2016,2016 XIth International Scientific and Technical Conference Computer Sciences and Information Technologies (CSIT),proceedings-article,IEEE,Algebraic model for knowledge representation in situational awareness systems,2016,,combined_epistemic_states_research.csv,https://api.crossref.org/v1/works/10.1109%2Fstc-csit.2016.7589896/transform,
10.1587/transinf.2018edp7297,10.1587,Crossref,True,ok,200,High-Performance End-to-End Integrity Verification on Big Data Transfer,2019,IEICE Transactions on Information and Systems,journal-article,"Institute of Electronics, Information and Communications Engineers (IEICE)",High-Performance End-to-End Integrity Verification on Big Data Transfer,2019,IEICE Transactions on Information and Systems,combined_pipeline_integrity_results.csv,https://api.crossref.org/v1/works/10.1587%2Ftransinf.2018edp7297/transform,
10.5772/6312,10.5772,Crossref,True,ok,200,Moving Usability Forward to the Beginning of the Software Development Process,2008,Human Computer Interaction,book-chapter,InTech,Moving Usability Forward to the Beginning of the Software Development Process,2008,,combined_progress_bar_results.csv,https://api.crossref.org/v1/works/10.5772%2F6312/transform,
10.3990/1.9789036533959,10.3990,Crossref,True,ok,200,Mind the sheep! User experience evaluation &amp; brain-computer interface games,,University Library/University of Twente,dissertation,University Library/University of Twente,Mind the sheep! User experience evaluation & brain-computer interface games,2012,,combined_progress_bar_results.csv,https://api.crossref.org/v1/works/10.3990%2F1.9789036533959/transform,
10.1109/dsn.2011.5958214,10.1109,Crossref,True,ok,200,CEC: Continuous eventual checkpointing for data stream processing operators,2011,2011 IEEE/IFIP 41st International Conference on Dependable Systems &amp; Networks (DSN),proceedings-article,IEEE,CEC: Continuous eventual checkpointing for data stream processing operators,2011,Dependable Systems and Networks,combined_pipeline_integrity_results.csv,https://api.crossref.org/v1/works/10.1109%2Fdsn.2011.5958214/transform,
10.4018/jssci.2011100101,10.4018,Crossref,True,ok,200,A Formal Knowledge Representation System (FKRS) for the Intelligent Knowledge Base of a Cognitive Learning Engine,2011,International Journal of Software Science and Computational Intelligence,journal-article,IGI Global Scientific Publishing,A Formal Knowledge Representation System FKRS for the Intelligent Knowledge Base of a Cognitive Learning Engine,2011,International Journal of Software Science and Computational Intelligence,combined_epistemic_states_research.csv,https://api.crossref.org/v1/works/10.4018%2Fjssci.2011100101/transform,
10.1109/coginf.2007.4341899,10.1109,Crossref,True,ok,200,On Cognitive Informatics Foundations of Knowledge and Formal Knowledge Systems,2007,6th IEEE International Conference on Cognitive Informatics,proceedings-article,IEEE,On Cognitive Informatics Foundations of Knowledge and Formal Knowledge Systems,2007,IEEE International Conference on Cognitive Informatics,combined_epistemic_states_research.csv,https://api.crossref.org/v1/works/10.1109%2Fcoginf.2007.4341899/transform,
10.1007/978-3-642-22152-1_32,10.1007,Crossref,True,ok,200,"Relating Truth, Knowledge and Belief in Epistemic States",2011,Lecture Notes in Computer Science,book-chapter,Springer Berlin Heidelberg,"Relating truth, knowledge and belief in epistemic states",2011,European Conference on Symbolic and Quantitative Approaches to Reasoning and Uncertainty,combined_epistemic_states_research.csv,https://api.crossref.org/v1/works/10.1007%2F978-3-642-22152-1_32/transform,
10.1109/coginf.2011.6016118,10.1109,Crossref,True,ok,200,A formal knowledge representation system for the cognitive learning engine,2011,IEEE 10th International Conference on Cognitive Informatics and Cognitive Computing (ICCI-CC'11),proceedings-article,IEEE,A formal knowledge representation system for the cognitive learning engine,2011,IEEE International Conference on Cognitive Informatics and Cognitive Computing,combined_epistemic_states_research.csv,https://api.crossref.org/v1/works/10.1109%2Fcoginf.2011.6016118/transform,
10.1007/978-3-540-72348-6_12,10.1007,Crossref,True,ok,200,Evaluating the Future of HCI: Challenges for the Evaluation of Emerging Applications,2007,Lecture Notes in Computer Science,book-chapter,Springer Berlin Heidelberg,Evaluating the future of HCI: challenges for the evaluation of emerging applications,2007,International Joint Conference on Artificial Intelligence,combined_progress_bar_results.csv,https://api.crossref.org/v1/works/10.1007%2F978-3-540-72348-6_12/transform,
10.48550/arxiv.2411.03007,10.48550,DataCite,True,ok,200,Data Quality Awareness: A Journey from Traditional Data Management to Data Science Systems,2024,arXiv,article,arXiv,"Data Quality Awareness: A Journey from Traditional Data Management to
  Data Science Systems",2024,,combined_pipeline_integrity_results.csv,https://data.crosscite.org/10.48550%2Farxiv.2411.03007,
10.1109/icci.2004.30,10.1109,Crossref,False,http_404,404,,,,,,STOPA: a stochastic process algebra for the formal representation of cognitive systems,2004,IEEE International Conference on Cognitive Informatics,combined_epistemic_states_research.csv,https://api.crossref.org/v1/works/10.1109%2Ficci.2004.30/transform,"Paper is REAL; correct DOI is 10.1109/coginf.2004.1327460 (verified 200). CSV DOI is wrong, not the paper."
10.1287/serv.2024.0172,10.1287,Crossref,True,ok,200,The Impact of Chapter Progress Bars on Purchase Intention in Video-Based Influencer Marketing: Consumer Impatience Perspective,2025,Service Science,journal-article,Institute for Operations Research and the Management Sciences (INFORMS),The Impact of Chapter Progress Bars on Purchase Intention in Video-Based Influencer Marketing: Consumer Impatience Perspective,2025,Service science,combined_progress_bar_results.csv,https://api.crossref.org/v1/works/10.1287%2Fserv.2024.0172/transform,
10.14445/22312803/ijctt-v73i4p120,10.14445,Crossref,True,ok,200,"Building Robust Data Pipelines: Best Practices for Error Handling, Monitoring, and Recovery",2025,International Journal of Computer Trends and Technology,journal-article,Seventh Sense Research Group Journals,"Building Robust Data Pipelines: Best Practices for Error Handling, Monitoring, and Recovery",2025,International Journal of Computer Trends and Technology,combined_pipeline_integrity_results.csv,https://api.crossref.org/v1/works/10.14445%2F22312803%2Fijctt-v73i4p120/transform,
10.18454/rulb.9.19,10.18454,DataCite,True,ok,200,EMOTIONALLY COLOURED VERBS IN THE SPEECHES OF BRITISH AND AMERICAN POLITICIANS,2017,Russian Linguistic Bulletin,article-journal,Russian Linguistic Bulletin,Emotionally coloured verbs in the speeches of british and american politicians,2017,Russian Linguistic Bulletin,combined_epistemic_states_research.csv,https://data.crosscite.org/10.18454%2Frulb.9.19,
10.1109/bigdata.2018.8622116,10.1109,Crossref,True,ok,200,A Low-Overhead Integrity Verification for Big Data Transfers,2018,2018 IEEE International Conference on Big Data (Big Data),proceedings-article,IEEE,A Low-Overhead Integrity Verification for Big Data Transfers,2018,International Conference on Big Data,combined_pipeline_integrity_results.csv,https://api.crossref.org/v1/works/10.1109%2Fbigdata.2018.8622116/transform,
10.1016/j.progsolidstchem.2026.100574,10.1016,Crossref,True,ok,200,Introduction to high-temperature superconductivity for solid state chemists,2026,Progress in Solid State Chemistry,journal-article,Elsevier BV,Introduction to High-Temperature Superconductivity for Solid State Chemists,2026,,combined_epistemic_states_research.csv,https://api.crossref.org/v1/works/10.1016%2Fj.progsolidstchem.2026.100574/transform,
10.1109/ijcnn54540.2023.10191328,10.1109,Crossref,True,ok,200,Autoencoder-based Anomaly Detection in Streaming Data with Incremental Learning and Concept Drift Adaptation,2023,2023 International Joint Conference on Neural Networks (IJCNN),proceedings-article,IEEE,Autoencoder-based Anomaly Detection in Streaming Data with Incremental Learning and Concept Drift Adaptation,2023,,combined_pipeline_integrity_results.csv,https://api.crossref.org/v1/works/10.1109%2Fijcnn54540.2023.10191328/transform,
10.1007/s41980-023-00757-9,10.1007,Crossref,True,ok,200,Linear Temporal Public Announcement Logic: A New Perspective for Reasoning About the Knowledge of Multi-classifiers,2023,Bulletin of the Iranian Mathematical Society,journal-article,Springer Science and Business Media LLC,Linear Temporal Public Announcement Logic: A New Perspective for Reasoning About the Knowledge of Multi-classifiers,2023,Bulletin of the Iranian Mathematical Society,combined_epistemic_states_research.csv,https://api.crossref.org/v1/works/10.1007%2Fs41980-023-00757-9/transform,
10.1145/2044354.2044357,10.1145,Crossref,True,ok,200,La vitesse de défilement des barres de progression influence-t-elle la perception du temps d'attente?,2011,Proceedings of the 23rd Conference on l'Interaction Homme-Machine,proceedings-article,ACM,La vitesse de défilement des barres de progression influence-t-elle la perception du temps d'attente?,2011,l'Interaction Homme-Machine,combined_progress_bar_results.csv,https://api.crossref.org/v1/works/10.1145%2F2044354.2044357/transform,
10.1145/2999541.2999561,10.1145,Crossref,True,ok,200,Towards progress indicators for measuring student programming effort during solution development,2016,Proceedings of the 16th Koli Calling International Conference on Computing Education Research,proceedings-article,ACM,Towards progress indicators for measuring student programming effort during solution development,2016,Koli Calling International Conference on Computing Education Research,combined_progress_bar_results.csv,https://api.crossref.org/v1/works/10.1145%2F2999541.2999561/transform,
10.29007/h8h3,10.29007,Crossref,True,ok,200,Symbolic Realisation of Epistemic Processes,,EPiC Series in Computing,proceedings-article,EasyChair,Symbolic Realisation of Epistemic Processes,2024,EPiC series in computing,combined_epistemic_states_research.csv,https://api.crossref.org/v1/works/10.29007%2Fh8h3/transform,
10.1145/3491102.3502010,10.1145,Crossref,True,ok,200,Do You See What You Mean? Using Predictive Visualizations to Reduce Optimism in Duration Estimates,2022,CHI Conference on Human Factors in Computing Systems,proceedings-article,ACM,Do You See What You Mean? Using Predictive Visualizations to Reduce Optimism in Duration Estimates,2022,CHI Conference on Human Factors in Computing Systems,combined_progress_bar_results.csv,https://api.crossref.org/v1/works/10.1145%2F3491102.3502010/transform,
10.1007/s11704-020-0248-x,10.1007,Crossref,True,ok,200,A comprehensive study on fault tolerance in stream processing systems,2021,Frontiers of Computer Science,journal-article,Springer Science and Business Media LLC,A comprehensive study on fault tolerance in stream processing systems,2022,Frontiers of Computer Science,combined_pipeline_integrity_results.csv,https://api.crossref.org/v1/works/10.1007%2Fs11704-020-0248-x/transform,
10.56238/edimpacto2024.034-002,10.56238,Crossref,True,ok,200,FORMALIZAÇÃO ALGÉBRICO-DINÂMICA APLICADA AO MODELO MDEI: DA TABELA VETORIAL AO SISTEMA COGNITIVO-AFETIVO,2025,Fundamentals and Advances in Computer Science - 2° Edição,book-chapter,Seven Editora,Formalização algébrico-dinâmica aplicada ao modelo mdei: da tabela vetorial ao sistema cognitivo-afetivo,2025,,combined_epistemic_states_research.csv,https://api.crossref.org/v1/works/10.56238%2Fedimpacto2024.034-002/transform,
10.1145/3583678.3596892,10.1145,Crossref,True,ok,200,FORTE: an extensible framework for robustness and efficiency in data transfer pipelines,2023,Proceedings of the 17th ACM International Conference on Distributed and Event-based Systems,proceedings-article,ACM,FORTE: an extensible framework for robustness and efficiency in data transfer pipelines,2023,Distributed Event-Based Systems,combined_pipeline_integrity_results.csv,https://api.crossref.org/v1/works/10.1145%2F3583678.3596892/transform,
10.5281/zenodo.16917353,10.5281,DataCite,True,ok,200,"Ensuring Exactly-Once Processing in Large-Scale Streaming Architectures: Mechanisms, Trade-offs, and Performance Optimization",2025,SARC Publisher,article-journal,SARC Publisher,"Ensuring Exactly-Once Processing in Large-Scale Streaming Architectures: Mechanisms, Trade-offs, and Performance Optimization",2025,,combined_pipeline_integrity_results.csv,https://data.crosscite.org/10.5281%2Fzenodo.16917353,
